top_places_,mentions,total_number_of_views,year
Illinois,3,382366.0,2013
Santa fe,3,379091.0,2013
Istanbul,14,366865.0,2013
Las vegas,5,361923.0,2013
Tucson,4,353771.0,2013
Miami,2,349987.0,2013
Boston,2,349987.0,2013
Lisbon,9,349261.0,2013
Scotland,6,337651.0,2013
Mumbai,1,313827.0,2013
George town,20,308729.0,2013
St. louis,2,303330.0,2013
Israel,18,297683.0,2013
Norway,3,294875.0,2013
Springfield,1,291048.0,2013
Oklahoma city,1,291048.0,2013
Williams,1,291048.0,2013
Amarillo,1,291048.0,2013
La rambla,1,289202.0,2013
Verona,2,279967.0,2013
Gangtok,2,275740.0,2013
Hong kong,17,272572.0,2013
Seoul,16,272542.0,2013
Rome,4,266160.0,2013
Arab,5,247191.0,2013
Sweden,2,243601.0,2013
Yongin,10,223561.0,2013
Tel aviv,6,220352.0,2013
Lithuania,2,214442.0,2013
Jordan,11,207933.0,2013
Guilin,8,197589.0,2013
Mexico city,1,191982.0,2013
Estonia,7,187616.0,2013
Jaffa,2,173973.0,2013
Paragon,3,168926.0,2013
Singapore,7,168128.0,2013
Ho chi minh city,6,149920.0,2013
Georgetown,11,148574.0,2013
Sedona,2,137834.0,2013
Romania,1,137289.0,2013
Turku,1,134628.0,2013
Lucerne,2,132261.0,2013
Zurich,2,132261.0,2013
Switzerland,2,132261.0,2013
Max,3,131613.0,2013
Krabi,1,131308.0,2013
Bulgaria,5,130574.0,2013
Macau,6,129306.0,2013
Taiwan,4,127908.0,2013
Melaka,12,127705.0,2013
Ayutthaya,1,123125.0,2013
Italia,2,119820.0,2013
Milan,1,111848.0,2013
Phnom penh,9,111759.0,2013
Spanish,5,108760.0,2013
Glasgow,1,105674.0,2013
Peru,2,101551.0,2013
Hanoi,8,99994.0,2013
Taipei,3,98107.0,2013
Flagstaff,1,97049.0,2013
Helsinki,4,95922.0,2013
Swiss,1,95456.0,2013
California,7,94728.0,2013
Edinburgh,4,94688.0,2013
Stockholm,2,92396.0,2013
Nevada,2,88043.0,2013
New mexico,2,88043.0,2013
Farmland,6,82288.0,2013
Japan,5,80504.0,2013
Macao,3,80475.0,2013
Green valley,1,78164.0,2013
Tubac,1,78164.0,2013
Riga,1,77153.0,2013
Russia,1,77153.0,2013
Bergen,1,77153.0,2013
Vilnius,1,77153.0,2013
Oslo,1,77153.0,2013
Latvia,1,77153.0,2013
Denmark,1,77153.0,2013
Petra,3,74843.0,2013
Argentina,2,73333.0,2013
Kami,7,70717.0,2013
New jersey,1,68217.0,2013
Manhattan,1,68217.0,2013
Fort lee,1,68217.0,2013
Sofia,3,68065.0,2013
Salzburg,2,65647.0,2013
Austria,2,65365.0,2013
Bonito,1,65172.0,2013
Tallinn,3,63207.0,2013
Notre dame,1,62659.0,2013
Midnight,2,61998.0,2013
Spring,1,61492.0,2013
Catalonia,1,59356.0,2013
San francisco,2,58687.0,2013
Myanmar,3,54368.0,2013
San diego,4,53812.0,2013
Vienna,1,50404.0,2013
Graz,1,50404.0,2013
Linz,1,50404.0,2013
Mayrhofen,1,50404.0,2013
Nine,2,49928.0,2013
Mong kok,2,49807.0,2013
Strawberry,1,48420.0,2013
Colorado,1,47258.0,2013
Portland,1,47258.0,2013
Oregon,1,47258.0,2013
Denver,1,47258.0,2013
Washington,1,47258.0,2013
Seattle,1,47258.0,2013
Sri lanka,1,47135.0,2013
Karl,1,46539.0,2013
Ravenna,2,43258.0,2013
Palestine,2,43213.0,2013
Tours,1,41697.0,2013
Kanchanaburi,1,41450.0,2013
Utah,1,40785.0,2013
West bank,4,40743.0,2013
Quebec city,2,37633.0,2013
Athens,1,36805.0,2013
Jerusalem,3,35790.0,2013
Morocco,1,35540.0,2013
Amman,2,34944.0,2013
Rovinj,1,33102.0,2013
Bruges,1,33102.0,2013
Regensburg,1,33102.0,2013
Tomar,1,33102.0,2013
Leiden,1,33102.0,2013
Jesus,2,32135.0,2013
Romans,2,32097.0,2013
Kansas,1,30991.0,2013
Obidos,1,29456.0,2013
Ontario,1,28863.0,2013
David,1,27639.0,2013
Bethlehem,1,27639.0,2013
Jericho,1,27639.0,2013
Ramallah,1,27639.0,2013
New city,1,27639.0,2013
Dhaka,2,26624.0,2013
Mongolia,1,26311.0,2013
Katajanokka,2,25108.0,2013
Prince edward island,1,24408.0,2013
Batalha,1,23122.0,2013
Fatima,1,23122.0,2013
Alcobaca,1,23122.0,2013
March,1,20954.0,2013
Ohio,2,20642.0,2013
Cham,3,20382.0,2013
Jawi,1,18854.0,2013
Rum,1,18764.0,2013
Tianjin,1,18714.0,2013
Haifa,3,18407.0,2013
Quebec,1,18405.0,2013
Guangzhou,1,18285.0,2013
Park,1,17945.0,2013
Bryce canyon,1,17945.0,2013
Australia,1,17772.0,2013
Island,2,17351.0,2013
Bangladesh,1,17012.0,2013
Cuba,1,16948.0,2013
Granada,1,16291.0,2013
Nicaragua,1,16291.0,2013
Delta,3,15556.0,2013
Ljubljana,1,15243.0,2013
Munich,1,15243.0,2013
Paraguay,1,15013.0,2013
Santa clara,1,14998.0,2013
New zealand,1,14415.0,2013
Sarah,1,14329.0,2013
Vicenza,3,14273.0,2013
Scenic,3,14041.0,2013
Fredericton,3,13520.0,2013
Salmon,1,13279.0,2013
Phuket,1,12552.0,2013
Canoe,1,11761.0,2013
Pacific,1,11438.0,2013
New orleans,1,11429.0,2013
Charleston,1,11429.0,2013
New york,1,11429.0,2013
San antonio,1,11429.0,2013
Urbana,1,10510.0,2013
Alabama,1,10059.0,2013
Hercules,1,9822.0,2013
Abu dhabi,1,9822.0,2013
Banjarnegara,1,9809.0,2013
Pulau pinang,1,9467.0,2013
Tokyo,1,9299.0,2013
Yuma,1,8993.0,2013
Tequila,1,8700.0,2013
Casa,1,8700.0,2013
Sihanoukville,1,8526.0,2013
Maine,1,8390.0,2013
St. helena,1,7947.0,2013
Beach,1,7844.0,2013
Marche,1,7627.0,2013
Karakoy,1,7324.0,2013
Yeni,1,7324.0,2013
Prague,1,6009.0,2013
Kos,1,5958.0,2013
Palm,1,5880.0,2013
Temple,1,5402.0,2013
Harmony,1,5315.0,2013
Yemen,1,4928.0,2013
Khong,1,4887.0,2013
Dana,1,4847.0,2013
Greece,1,4598.0,2013
Syria,1,4496.0,2013
Nazareth,1,4496.0,2013
Usa,2,4166.0,2013
Kayseri,1,4147.0,2013
Kemi,1,3940.0,2013
Mark,1,3321.0,2013
Sungai petani,1,3270.0,2013
Francis,1,3116.0,2013
Lebanon,1,3077.0,2013
Edmonton,1,2667.0,2013
Hollywood,1,2601.0,2013
Reagan,1,2343.0,2013
Kelley,1,1805.0,2013
Cordoba,1,1137.0,2013
Santa barbara,1,1059.0,2013
Strasbourg,1,990.0,2013
Puerto,1,817.0,2013
Bangkok,35,14561163.0,2012
India,9,13253676.0,2012
Thailand,31,12239246.0,2012
Malaysia,12,7085404.0,2012
Kuala lumpur,10,7079934.0,2012
Seoul,22,4222774.0,2012
China,6,3664820.0,2012
Japan,2,2721338.0,2012
France,15,2306968.0,2012
Paris,6,1853755.0,2012
Mos,1,1276166.0,2012
Banana,2,1272609.0,2012
Italy,25,1215852.0,2012
Hawaii,8,1098853.0,2012
Nine,5,1026998.0,2012
Switzerland,5,921131.0,2012
Sri lanka,5,852857.0,2012
Germany,12,818545.0,2012
Lucerne,2,790583.0,2012
Rouen,3,410765.0,2012
Lucca,10,379404.0,2012
Persia,1,354260.0,2012
Indonesia,2,321418.0,2012
Rome,9,317648.0,2012
English,7,316417.0,2012
Riviera,1,300269.0,2012
Bordeaux,1,300269.0,2012
Avignon,1,300269.0,2012
Munich,6,267701.0,2012
Alex,1,243388.0,2012
Strasbourg,4,240079.0,2012
Spain,7,235909.0,2012
Venice,7,230578.0,2012
Bologna,2,221182.0,2012
Ravenna,3,212950.0,2012
New york,2,210292.0,2012
Austria,6,202267.0,2012
Ethiopia,1,199711.0,2012
Strawberry,1,158041.0,2012
David,1,154878.0,2012
Notre dame,2,152209.0,2012
Portugal,5,143673.0,2012
Savannah,8,143038.0,2012
Georgia,8,143038.0,2012
Mona,1,131632.0,2012
Yangon,1,131632.0,2012
North carolina,5,131587.0,2012
Vienna,2,129852.0,2012
Prague,1,127055.0,2012
Greece,5,125854.0,2012
Zagreb,1,115371.0,2012
Utah,1,114344.0,2012
Berlin,3,113724.0,2012
Yongin,3,108395.0,2012
Kandy,1,106732.0,2012
Freiburg,2,105877.0,2012
Anseong,4,104019.0,2012
Estonia,2,102547.0,2012
Italia,2,102466.0,2012
Alabama,4,96578.0,2012
Urbana,4,90058.0,2012
South,3,89301.0,2012
Swan,1,88341.0,2012
Canada,9,87209.0,2012
Honolulu,1,84699.0,2012
Durham,1,81012.0,2012
Raleigh,1,81012.0,2012
Johnson,1,78378.0,2012
Richard,1,78378.0,2012
Mcdonald,1,78378.0,2012
Christmas,3,78331.0,2012
Florence,1,69753.0,2012
Siena,1,69753.0,2012
Ronda,1,69568.0,2012
Romania,1,69568.0,2012
Troyes,1,69568.0,2012
Quedlinburg,1,69568.0,2012
Bassano del grappa,1,69568.0,2012
Scotland,1,69568.0,2012
Lithuania,1,69568.0,2012
Bamberg,1,69568.0,2012
Arizona,5,68912.0,2012
Cordoba,2,67783.0,2012
Illinois,4,64283.0,2012
Argentina,1,62948.0,2012
Tennessee,1,61143.0,2012
Serbia,1,58562.0,2012
Phuket,1,58311.0,2012
Garfield,1,54366.0,2012
Pisa,1,50459.0,2012
Modena,1,50459.0,2012
Centrale,1,50459.0,2012
San gimignano,1,50459.0,2012
San marino,1,50459.0,2012
Plaza,1,47694.0,2012
Buffalo,1,45843.0,2012
Toronto,1,45843.0,2012
Delaware,1,45843.0,2012
Nevada,1,45705.0,2012
Cranston,1,45705.0,2012
Slovenia,1,45394.0,2012
Slovakia,1,45394.0,2012
Hungary,1,45394.0,2012
Poland,1,45394.0,2012
Budapest,1,45394.0,2012
Krakow,1,45394.0,2012
Bratislava,1,45394.0,2012
Lichtenstein,1,45394.0,2012
Lisbon,2,37634.0,2012
Illinois city,1,37128.0,2012
Peru,2,36636.0,2012
South beach,1,36180.0,2012
California,2,33925.0,2012
Padang,1,33626.0,2012
Seville,2,33205.0,2012
Alberta,1,33081.0,2012
Edmonton,1,33081.0,2012
Russia,1,32979.0,2012
Amsterdam,1,32979.0,2012
Barcelona,1,32979.0,2012
Stockholm,1,32979.0,2012
Tallinn,1,32979.0,2012
Netherlands,1,32979.0,2012
Sweden,1,32979.0,2012
Island,1,31722.0,2012
Puerto rico,1,28119.0,2012
Midwest,1,26887.0,2012
Kentucky,1,26887.0,2012
Delphi,1,26371.0,2012
Vergina,1,26371.0,2012
Athens,1,26371.0,2012
Crete,1,26371.0,2012
United states,3,25220.0,2012
Ohio,3,25220.0,2012
Croatia,1,23222.0,2012
Vicenza,2,21004.0,2012
Chicago,1,20858.0,2012
Marostica,1,20189.0,2012
Asiago,1,20189.0,2012
Verona,1,20189.0,2012
Veneto,1,20189.0,2012
Columbus,2,19986.0,2012
Florida,1,19458.0,2012
Port saint joe,1,19458.0,2012
Wilmington,1,18502.0,2012
Temple,1,16318.0,2012
Cambodia,1,16318.0,2012
Winters,1,16004.0,2012
Australia,1,16004.0,2012
Milan,1,15359.0,2012
Wisconsin,1,14361.0,2012
Franklin park,1,13433.0,2012
Cook,1,12721.0,2012
New orleans,1,12123.0,2012
Nola,1,12123.0,2012
Louisiana,1,12123.0,2012
New mexico,1,10905.0,2012
Orange beach,1,10548.0,2012
Narva,1,10544.0,2012
Dong,1,10246.0,2012
Lancaster,1,10041.0,2012
Pennsylvania,1,10041.0,2012
Dauphin island,1,9833.0,2012
Grassy creek,1,9784.0,2012
Charleston,1,9298.0,2012
South carolina,1,9298.0,2012
Casa,1,8916.0,2012
Park,1,7352.0,2012
Turkey,1,7327.0,2012
Usa,1,7325.0,2012
Texas,1,6515.0,2012
Cheonan,1,5973.0,2012
Brazil,1,4655.0,2012
Fredericton,1,3447.0,2012
Spring,1,3098.0,2012
Milwaukee,1,3080.0,2012
Salzburg,1,2668.0,2012
Justin,1,1442.0,2012
Sri lanka,4,2661793.0,2011
Thailand,25,2311706.0,2011
Bangkok,17,1472853.0,2011
China,6,1245616.0,2011
Bahamas,1,1121147.0,2011
Myanmar,3,1014429.0,2011
Cambodia,4,808787.0,2011
Spain,12,768332.0,2011
Usa,12,671269.0,2011
Kenya,3,653425.0,2011
Nairobi,3,653425.0,2011
Yangon,2,525011.0,2011
Italy,4,510829.0,2011
Seville,5,503110.0,2011
Singapore,1,489418.0,2011
Greece,4,440311.0,2011
Italia,2,413539.0,2011
Rome,2,413539.0,2011
Spanish,8,406643.0,2011
Venice,3,328196.0,2011
Valencia,2,272527.0,2011
India,1,267546.0,2011
Dallas,1,257556.0,2011
Athens,2,240493.0,2011
Guilin,2,213795.0,2011
Seattle,1,192538.0,2011
South africa,1,189855.0,2011
Japan,1,189855.0,2011
Philippines,1,189855.0,2011
Fuji,1,189855.0,2011
Romans,1,182633.0,2011
Hanoi,1,159425.0,2011
Egypt,3,158472.0,2011
Christmas,1,146221.0,2011
Austria,3,123454.0,2011
Sparta,1,111454.0,2011
English,1,111454.0,2011
California,5,108541.0,2011
Vicenza,2,97290.0,2011
Cairo,2,95986.0,2011
Salzburg,2,92812.0,2011
Vesta,10,90524.0,2011
Monaco,10,90524.0,2011
Virginia,3,86916.0,2011
San diego,2,84474.0,2011
San sebastian,1,79989.0,2011
Grenada,1,79989.0,2011
Toledo,1,79989.0,2011
Madrid,1,79989.0,2011
Barcelona,1,79989.0,2011
Cordova,1,79989.0,2011
Virginia city,2,77438.0,2011
Nevada,2,77438.0,2011
Missouri,1,63912.0,2011
St. louis,1,63912.0,2011
Cordoba,1,52890.0,2011
Regensburg,1,41814.0,2011
Germany,1,41814.0,2011
Bavaria,1,41814.0,2011
Costa,1,41548.0,2011
Luxor,1,39214.0,2011
Cuba,2,35078.0,2011
Arizona,4,34582.0,2011
Lisbon,1,33688.0,2011
Sintra,1,33688.0,2011
Portugal,1,33688.0,2011
Vienna,1,30642.0,2011
Texas,2,26813.0,2011
Dana point,2,26068.0,2011
Washington,1,21767.0,2011
Midnight,1,20674.0,2011
Georgia,1,19823.0,2011
Valdosta,1,19823.0,2011
Verona,1,12508.0,2011
Malaysia,3,12223.0,2011
Pacifica,1,10565.0,2011
San francisco,1,10565.0,2011
Yuma,1,9707.0,2011
Lake havasu city,1,7961.0,2011
Mountain,1,7835.0,2011
Blackstone,1,6978.0,2011
New mexico,1,6978.0,2011
Soll,1,6465.0,2011
Nancy,1,6152.0,2011
Gary,1,6152.0,2011
Michael,1,5723.0,2011
Oregon,1,5723.0,2011
Charlottesville,1,4864.0,2011
Woodward,1,4783.0,2011
Oklahoma,1,4783.0,2011
Para,1,4735.0,2011
Robertson,1,4411.0,2011
Kuala lumpur,2,4016.0,2011
Indonesia,1,1742.0,2011
Yogyakarta,1,1742.0,2011
Germany,38,1462893.0,2010
Portugal,29,1380102.0,2010
Lisbon,8,929300.0,2010
English,42,820573.0,2010
Austria,10,676126.0,2010
Illinois,23,673557.0,2010
Thailand,6,667811.0,2010
Bonn,6,594359.0,2010
Chicago,8,580877.0,2010
Vienna,10,539212.0,2010
Netherlands,4,513813.0,2010
Hungary,3,503385.0,2010
Amsterdam,3,499309.0,2010
Munich,8,492159.0,2010
Ireland,7,461043.0,2010
Slovakia,5,458573.0,2010
Bratislava,4,425912.0,2010
Budapest,2,385735.0,2010
Castle hill,2,385735.0,2010
Poland,4,346610.0,2010
Bavaria,3,323560.0,2010
Scotland,6,281494.0,2010
Georgia,7,280408.0,2010
Italy,13,271075.0,2010
Brazil,8,268425.0,2010
Berlin,7,259343.0,2010
Russia,2,246774.0,2010
Lithuania,2,246774.0,2010
London,4,243716.0,2010
Edinburgh,3,241617.0,2010
Paris,2,238834.0,2010
Rome,4,216155.0,2010
Cambodia,1,211003.0,2010
Phnom penh,1,211003.0,2010
Savannah,4,208287.0,2010
Christmas,7,155974.0,2010
Prague,18,146943.0,2010
Krakow,1,145979.0,2010
Malaysia,2,145523.0,2010
Bamberg,8,133927.0,2010
Eastern,1,129124.0,2010
Sintra,2,126382.0,2010
Kuala lumpur,1,121930.0,2010
Romania,1,117650.0,2010
Tennessee,1,110040.0,2010
Memphis,1,110040.0,2010
Cologne,2,109171.0,2010
Salzburg,2,103188.0,2010
Spanish,5,100612.0,2010
Dresden,2,98505.0,2010
Cochem,1,96752.0,2010
Konstanz,1,96752.0,2010
Hamburg,1,96752.0,2010
Quedlinburg,1,96752.0,2010
Quincy,3,95966.0,2010
France,2,94717.0,2010
Schonbrunn,1,92855.0,2010
North carolina,9,88362.0,2010
Fatima,1,85720.0,2010
Tomar,6,75381.0,2010
Switzerland,1,67548.0,2010
Kilkenny,2,59218.0,2010
Detroit,1,57805.0,2010
Midwest,1,57805.0,2010
Bangkok,2,57769.0,2010
India,1,48196.0,2010
Jesus,1,46496.0,2010
Beijing,2,44180.0,2010
China,2,44180.0,2010
Dublin,1,41971.0,2010
Naples,2,40521.0,2010
England,2,40006.0,2010
Hong kong,1,39014.0,2010
Charlotte,1,37425.0,2010
Asheville,1,37425.0,2010
Dachau,2,36901.0,2010
Athens,1,36885.0,2010
Dixie,1,36885.0,2010
Thomasville,1,36885.0,2010
Atlanta,1,36885.0,2010
Macon,1,36885.0,2010
Madison,1,36885.0,2010
Peters,2,36492.0,2010
Romans,1,35414.0,2010
Roma,1,35414.0,2010
Italia,1,35414.0,2010
Evora,4,32620.0,2010
Glasgow,1,31036.0,2010
Loch,1,31036.0,2010
Orkney,1,31036.0,2010
Aberdeenshire,1,31036.0,2010
Stirling,1,31036.0,2010
Fort william,1,31036.0,2010
South carolina,1,29530.0,2010
Alabama,1,29530.0,2010
Kentucky,1,29530.0,2010
Arkansas,1,29530.0,2010
United states,1,29530.0,2010
Louisiana,1,29530.0,2010
Mississippi,1,29530.0,2010
Braga,1,28547.0,2010
Guimaraes,1,28547.0,2010
Tavira,1,28547.0,2010
Nuremberg,1,28191.0,2010
Regensburg,1,28191.0,2010
Wurzburg,1,28191.0,2010
Rothenburg,1,28191.0,2010
Carlinville,4,27369.0,2010
Missouri,2,25073.0,2010
Hannover,5,24050.0,2010
Kota kinabalu,1,23593.0,2010
Suphan buri,1,21950.0,2010
Lotus,1,21950.0,2010
Celorico da beira,1,20352.0,2010
Angola,1,19554.0,2010
Mozambique,1,19554.0,2010
St. louis,2,18217.0,2010
Lincoln,1,15774.0,2010
Springfield,1,15774.0,2010
Leiden,1,14504.0,2010
Holland,1,14504.0,2010
Hamelin,1,14014.0,2010
Gracias,1,13240.0,2010
Hannibal,1,11811.0,2010
Jacksonville,1,9589.0,2010
Hanover,7,9106.0,2010
Fogo,1,9090.0,2010
Camp,1,8710.0,2010
Aviston,2,7102.0,2010
Krabi,1,6698.0,2010
Oak island,4,6042.0,2010
Metropolis,1,5082.0,2010
Sorrento,2,4426.0,2010
Camden,1,4323.0,2010
Aberdeen,2,4302.0,2010
Vou,2,4024.0,2010
Dunn,1,3580.0,2010
Mark,1,3491.0,2010
Park,1,2427.0,2010
Questa,1,1944.0,2010
Casa,1,1944.0,2010
Spain,1,1862.0,2010
Marco,2,1849.0,2010
Avenue,1,1827.0,2010
Parla,1,1744.0,2010
Herculaneum,1,1744.0,2010
Mendon,1,1606.0,2010
Eu,1,1526.0,2010
Pisa,1,1265.0,2010
Grammer,1,576.0,2010
